날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
"	2023-09-18",239,23.6,20.9,28.6
"	2023-09-19",239,23,20.1,27.6
"	2023-09-20",239,20.9,19.2,22.4
"	2023-09-21",239,18.7,16.1,21.7
"	2023-09-22",239,18.4,14.6,24.6
"	2023-09-23",239,19.5,14.8,25
"	2023-09-24",239,20.7,15.3,25
"	2023-09-25",239,21.5,18.3,26.3
"	2023-09-26",239,20.6,19.4,22.1
"	2023-09-27",239,22,20.5,24.9
"	2023-09-28",239,22,18.4,27.2
"	2023-09-29",239,19.8,17,25.4
"	2023-09-30",239,18.4,14.2,23.1
"	2023-10-01",239,17.2,12.4,22.9
"	2023-10-02",239,16.6,10.5,23.6
"	2023-10-03",239,15.4,11.9,21.1
"	2023-10-04",239,17.7,12.2,24.2
"	2023-10-05",239,14.3,10.5,18.6
"	2023-10-06",239,14.2,8.7,21.1
"	2023-10-07",239,15.9,10.7,20.5
"	2023-10-08",239,17.4,14.8,21.6
"	2023-10-09",239,17.2,13.5,22.5
"	2023-10-10",239,16.4,12.5,22.3
"	2023-10-11",239,16.7,11.7,24.1
"	2023-10-12",239,16.3,10.2,23.5
"	2023-10-13",239,16.2,12.5,22.1
"	2023-10-14",239,14.7,11.2,21.7
"	2023-10-15",239,14.7,10.6,20.2
"	2023-10-16",239,14.7,8,20.8
"	2023-10-17",239,12.7,5.4,21.6
"	2023-10-18",239,14.1,7.8,22.9
"	2023-10-19",239,14.9,11.5,19.3
"	2023-10-20",239,12.1,8.9,15.6
"	2023-10-21",239,9.7,3.7,17.5
"	2023-10-22",239,11.6,4.2,18.6
"	2023-10-23",239,13.4,8.4,20.8
"	2023-10-24",239,14,8,21.3
"	2023-10-25",239,15.2,11,22.4
"	2023-10-26",239,16.5,11.7,22
"	2023-10-27",239,14.7,10.9,19.8
"	2023-10-28",239,12.8,7.5,20.2
"	2023-10-29",239,13.2,6.9,21.3
"	2023-10-30",239,14.1,8.5,22.4
"	2023-10-31",239,14.5,10,21.9
"	2023-11-01",239,18,12.7,22.9
"	2023-11-02",239,19.5,14.8,25.9
"	2023-11-03",239,19.4,14.8,24.3
"	2023-11-04",239,18.5,17.3,20.9
"	2023-11-05",239,19.4,16.4,25.4
"	2023-11-06",239,15.4,8.7,21.3
"	2023-11-07",239,8.2,3.6,12.8
"	2023-11-08",239,8.1,1,16.7
"	2023-11-09",239,11.8,4.5,18.1
"	2023-11-10",239,5.5,1.4,10.6
"	2023-11-11",239,2.2,-1.3,7.1
"	2023-11-12",239,1.9,-1,6.4
"	2023-11-13",239,2.6,-2.4,9
"	2023-11-14",239,5.6,-1.2,11.6
"	2023-11-15",239,7,2.3,13.5
"	2023-11-16",239,5.3,3.6,7.1
"	2023-11-17",239,2.4,-1.2,7.1
"	2023-11-18",239,2.1,-2.7,7.4
"	2023-11-19",239,7.8,1.3,13.7
"	2023-11-20",239,6.1,0.9,13.6
"	2023-11-21",239,6.1,-1,16.1
"	2023-11-22",239,7.7,0.1,14.9
"	2023-11-23",239,11.5,5.6,17.5
"	2023-11-24",239,1.2,-2.3,5.6
"	2023-11-25",239,-0.8,-5.1,5.6
"	2023-11-26",239,4.1,-2.2,8.2
"	2023-11-27",239,7,4.2,11.1
"	2023-11-28",239,3.4,-0.9,6.8
"	2023-11-29",239,2.4,-0.9,7.4
"	2023-11-30",239,-2.2,-5.6,1.3
"	2023-12-01",239,-1.3,-5.3,2.4
"	2023-12-02",239,2.6,-3.9,8.7
"	2023-12-03",239,2.6,-1.5,8.2
"	2023-12-04",239,2.1,-4.1,9.2
"	2023-12-05",239,3.7,-1.6,11.4
"	2023-12-06",239,6.1,0.1,12.2
"	2023-12-07",239,6.7,1.4,11.9
"	2023-12-08",239,11.7,3.4,18.8
"	2023-12-09",239,14.8,11.8,19.2
"	2023-12-10",239,13.4,9.8,18.4
"	2023-12-11",239,12,8.7,14.2
"	2023-12-12",239,7.4,5.5,10
"	2023-12-13",239,9.2,5.6,12.7
"	2023-12-14",239,9.9,9,10.8
"	2023-12-15",239,8.7,5.6,11.7
"	2023-12-16",239,-1.6,-6.7,5.6
"	2023-12-17",239,-8.3,-10.8,-5
"	2023-12-18",239,-5.8,-9.9,-2.6
"	2023-12-19",239,-2.4,-6.2,0.3
"	2023-12-20",239,-5.2,-9.1,-1.3
"	2023-12-21",239,-9.4,-11.8,-6.1
"	2023-12-22",239,-9.3,-13,-4.8
"	2023-12-23",239,-5.8,-12,-0.5
"	2023-12-24",239,-1.7,-4.4,2.3
"	2023-12-25",239,-0.4,-3.3,3.3
"	2023-12-26",239,1.9,-1.5,7.1
"	2023-12-27",239,2.2,-1.4,7.9
"	2023-12-28",239,0.9,-3.3,5.8
"	2023-12-29",239,2,-0.7,6.8
"	2023-12-30",239,0.5,-2.4,2.9
"	2023-12-31",239,3.5,2.4,5.5
"	2024-01-01",239,3.4,0.2,7.3
"	2024-01-02",239,3.7,1.3,6.2
"	2024-01-03",239,2.1,-0.7,5.6
"	2024-01-04",239,0.9,-4.6,6.9
"	2024-01-05",239,4.8,1.1,10.2
"	2024-01-06",239,1.3,-2.7,7.1
"	2024-01-07",239,-2.3,-5.6,0.6
"	2024-01-08",239,-3.9,-8.9,1.9
"	2024-01-09",239,0,-4,4
"	2024-01-10",239,-1.2,-3.9,0.7
"	2024-01-11",239,0.3,-4.5,3.9
"	2024-01-12",239,2.4,-1.8,8
"	2024-01-13",239,-0.1,-5.3,7.5
"	2024-01-14",239,1.2,-4.4,9.1
"	2024-01-15",239,-2,-5.3,3.2
"	2024-01-16",239,-1.9,-7.5,4.2
"	2024-01-17",239,0.6,-2.6,2.2
"	2024-01-18",239,4.6,2.1,6.6
"	2024-01-19",239,6.2,5,9.4
"	2024-01-20",239,4.4,2.5,6.3
"	2024-01-21",239,2.9,-0.1,7.1
"	2024-01-22",239,-5.4,-8.5,-0.1
"	2024-01-23",239,-8.9,-11,-5.9
"	2024-01-24",239,-6.6,-10.5,-3
"	2024-01-25",239,-4.6,-10.8,1.6
"	2024-01-26",239,-2.3,-7.2,3
"	2024-01-27",239,-0.3,-5.4,5.8
"	2024-01-28",239,-0.6,-4.1,3.2
"	2024-01-29",239,-1.2,-6.1,5
"	2024-01-30",239,0.9,-5.3,9.1
"	2024-01-31",239,5.3,0.3,12.7
"	2024-02-01",239,3.4,1.4,5.6
"	2024-02-02",239,2.5,-1.6,8.7
"	2024-02-03",239,4,-0.9,8.9
"	2024-02-04",239,5.9,2,10.6
"	2024-02-05",239,3.4,0.7,6
"	2024-02-06",239,1.6,0,4.2
"	2024-02-07",239,0.6,-1.8,3.8
"	2024-02-08",239,0.4,-4.9,6.2
"	2024-02-09",239,0.7,-4.3,6.9
"	2024-02-10",239,0.7,-4.3,6.5
"	2024-02-11",239,0.4,-4.8,6.7
"	2024-02-12",239,3.3,-3.6,11.7
"	2024-02-13",239,8.5,0,15.6
"	2024-02-14",239,13.1,8.5,18.2
"	2024-02-15",239,5.9,-0.6,13.5
"	2024-02-16",239,2.6,-2.7,9.2
"	2024-02-17",239,4.9,-2,13.5
"	2024-02-18",239,5.2,-0.6,9.1
"	2024-02-19",239,10.1,5.4,13.3
"	2024-02-20",239,5.2,3.5,6.7
"	2024-02-21",239,4,2.1,5.7
"	2024-02-22",239,1.8,0.6,3.6
"	2024-02-23",239,3.2,0.3,7.7
"	2024-02-24",239,3.2,0.6,6.9
"	2024-02-25",239,2.4,0.6,5
"	2024-02-26",239,3.4,-1.8,8.9
"	2024-02-27",239,5.1,0.7,10.3
"	2024-02-28",239,6.5,2.8,11
"	2024-02-29",239,5.3,2.2,7
"	2024-03-01",239,-2.4,-5.8,2.1
"	2024-03-02",239,-0.8,-8,4.3
"	2024-03-03",239,5.2,0.6,11.5
"	2024-03-04",239,6.5,0.6,12.5
"	2024-03-05",239,6.2,5.2,7.9
"	2024-03-06",239,7.1,2.7,11.5
"	2024-03-07",239,4.7,0.4,8.8
"	2024-03-08",239,2.6,-0.9,7.7
"	2024-03-09",239,1.9,-4.8,8.6
"	2024-03-10",239,4,-4.4,12.4
"	2024-03-11",239,6.3,-0.6,11.8
"	2024-03-12",239,5.8,2.8,9.4
"	2024-03-13",239,6.1,-0.1,13.6
"	2024-03-14",239,7.4,0.1,16.5
"	2024-03-15",239,8.7,0.7,18.4
"	2024-03-16",239,11,1.7,20
"	2024-03-17",239,9.1,4.3,13.1
"	2024-03-18",239,7.7,-0.3,15.6
"	2024-03-19",239,6.9,4.2,12.3
"	2024-03-20",239,4.4,1.3,9.3
"	2024-03-21",239,4.7,-2.3,11.6
"	2024-03-22",239,9.9,2.6,17.6
"	2024-03-23",239,14.5,9.8,20.8
"	2024-03-24",239,14.3,10.1,18.6
"	2024-03-25",239,9.9,6.7,13.2
"	2024-03-26",239,6.6,2.8,11.7
"	2024-03-27",239,9.8,2.3,17
"	2024-03-28",239,9.1,8.2,10.1
"	2024-03-29",239,8.8,5.2,12.6
"	2024-03-30",239,9.1,1.7,17
"	2024-03-31",239,10.6,2,18.4
"	2024-04-01",239,12.6,3.6,21.8
"	2024-04-02",239,15.5,5.6,24.8
"	2024-04-03",239,13.7,12.6,14.8
"	2024-04-04",239,14.1,12.4,17.6
"	2024-04-05",239,13,9.9,18.4
"	2024-04-06",239,12.8,7.2,20
"	2024-04-07",239,15.4,6.6,24.5
"	2024-04-08",239,16,8.2,23.2
"	2024-04-09",239,15.4,9.7,20.8
"	2024-04-10",239,14.4,9.5,19.9
"	2024-04-11",239,15.8,10.8,22.6
"	2024-04-12",239,17,9.6,25
"	2024-04-13",239,18.4,9.8,27.8
"	2024-04-14",239,19.7,10.8,27.6
"	2024-04-15",239,16,12.8,18.9
"	2024-04-16",239,14,9.8,19.9
"	2024-04-17",239,14.6,8.5,22.5
"	2024-04-18",239,16.7,8,25.1
"	2024-04-19",239,17.4,7.6,25.9
"	2024-04-20",239,13.7,13.1,15.6
"	2024-04-21",239,16,13.3,18
"	2024-04-22",239,17.6,14.3,22.7
"	2024-04-23",239,16.9,12.1,22.2
"	2024-04-24",239,13.3,9.5,17.1
"	2024-04-25",239,14.8,9.1,23.5
"	2024-04-26",239,17.4,9.9,26.5
"	2024-04-27",239,18.1,10.1,26.6
"	2024-04-28",239,19,9,28.1
"	2024-04-29",239,17.3,16,19.4
"	2024-04-30",239,16.2,12.1,20.9
"	2024-05-01",239,16.5,12.1,21.4
"	2024-05-02",239,16.6,9.5,24
"	2024-05-03",239,17.9,8.4,27.7
"	2024-05-04",239,20.2,9.5,28.1
"	2024-05-05",239,17.8,16.5,20.2
"	2024-05-06",239,14.1,13.1,16.7
"	2024-05-07",239,13.2,11.4,15.9
"	2024-05-08",239,14.5,9.7,20.1
"	2024-05-09",239,15.2,7.8,23
"	2024-05-10",239,17.1,9.5,24.8
"	2024-05-11",239,18.2,12,24.5
"	2024-05-12",239,15.9,11.1,21.5
"	2024-05-13",239,17.1,8.8,24.6
"	2024-05-14",239,17.6,9,25.7
"	2024-05-15",239,12.6,7.9,22.4
"	2024-05-16",239,13.8,7.3,20.3
"	2024-05-17",239,18.4,11.8,25.4
"	2024-05-18",239,19.7,12.3,27.5
"	2024-05-19",239,20.8,13.9,29.1
"	2024-05-20",239,18.7,12.2,25.9
"	2024-05-21",239,20.1,15.5,26.5
"	2024-05-22",239,20.6,15,27.7
"	2024-05-23",239,21.1,15.7,29.1
"	2024-05-24",239,20.1,13.9,27.7
"	2024-05-25",239,20,17.8,23.4
"	2024-05-26",239,20,15.5,26.7
"	2024-05-27",239,17.9,13.5,22.9
"	2024-05-28",239,18.5,11.5,24.7
"	2024-05-29",239,20.2,12.3,27.5
"	2024-05-30",239,20.4,15.2,25.4
"	2024-05-31",239,20.8,15.1,26.9
"	2024-06-01",239,19.5,15.1,24.4
"	2024-06-02",239,19.5,12.7,25.9
"	2024-06-03",239,20.4,12.3,26.8
"	2024-06-04",239,21.2,14.8,28.3
"	2024-06-05",239,21.7,14.7,28.6
"	2024-06-06",239,21.9,16.7,29.2
"	2024-06-07",239,22,15.2,28
"	2024-06-08",239,20.5,17.7,25.4
"	2024-06-09",239,23.3,18.2,30
"	2024-06-10",239,23.7,17.1,30
"	2024-06-11",239,24.5,19.5,31.4
"	2024-06-12",239,24.3,17.3,32.9
"	2024-06-13",239,24.8,16.5,32.9
"	2024-06-14",239,25.2,18.5,31.7
"	2024-06-15",239,23.5,20.6,28.5
"	2024-06-16",239,23.4,18.4,29.1
"	2024-06-17",239,22.5,16,28.4
"	2024-06-18",239,24.6,14.8,33.7
"	2024-06-19",239,26.3,17.8,35.1
"	2024-06-20",239,25,18.8,31.7
"	2024-06-21",239,25.7,17.9,32.5
"	2024-06-22",239,22.9,22,24.4
"	2024-06-23",239,24.3,22.3,28.7
"	2024-06-24",239,24.3,18.8,29.4
"	2024-06-25",239,21.8,16.5,27.6
"	2024-06-26",239,23.6,17.4,30.2
"	2024-06-27",239,23.1,18.3,28.6
"	2024-06-28",239,24.8,17.4,32.1
"	2024-06-29",239,24.9,21.2,29.5
"	2024-06-30",239,24.5,22.2,27.5
"	2024-07-01",239,26,21.6,31.6
"	2024-07-02",239,23.6,21.3,26.6
"	2024-07-03",239,25.2,23.1,28.9
"	2024-07-04",239,27.3,22.7,31.2
"	2024-07-05",239,25.3,22.8,29
"	2024-07-06",239,26.9,22.7,30.8
"	2024-07-07",239,24.6,22,26.5
"	2024-07-08",239,24,22.7,25.5
"	2024-07-09",239,23.1,22.2,24.3
"	2024-07-10",239,23.6,21.2,27.8
"	2024-07-11",239,23.9,21.5,26.7
"	2024-07-12",239,25.4,21.7,30.7
"	2024-07-13",239,26,22,30.7
"	2024-07-14",239,25.9,23.3,29.8
"	2024-07-15",239,26.8,23.7,31.3
"	2024-07-16",239,24.3,22.3,26.5
"	2024-07-17",239,26.6,22.3,29.7
"	2024-07-18",239,25.6,23.6,27.6
"	2024-07-19",239,25.3,23.3,29.1
"	2024-07-20",239,26.1,22.7,30.6
"	2024-07-21",239,27.2,23.8,31.2
"	2024-07-22",239,28.6,26.2,31.1
"	2024-07-23",239,26.3,25.2,27.7
"	2024-07-24",239,27.7,24.8,32.5
"	2024-07-25",239,27.9,24.5,34.5
"	2024-07-26",239,28.2,24.9,33.2
"	2024-07-27",239,28,25.5,32.1
"	2024-07-28",239,29,26.2,32.9
"	2024-07-29",239,27.6,25.6,31.5
"	2024-07-30",239,28,25.6,32.3
"	2024-07-31",239,29,25,33.5
"	2024-08-01",239,29.2,25.7,33.4
"	2024-08-02",239,29.6,26.8,33.2
"	2024-08-03",239,30,26.6,34.6
"	2024-08-04",239,29.6,24.7,35.3
"	2024-08-05",239,27.8,23.6,34.2
"	2024-08-06",239,28.2,23.3,33.2
"	2024-08-07",239,29,24.9,34.1
"	2024-08-08",239,26.8,24.6,29.2
"	2024-08-09",239,28,24.1,33.9
"	2024-08-10",239,28.5,24.1,34.2
"	2024-08-11",239,29.5,25.2,35
"	2024-08-12",239,29.4,25,35
"	2024-08-13",239,28.8,24.7,34.6
"	2024-08-14",239,28.8,24.9,33.9
"	2024-08-15",239,28.5,24.6,34.4
"	2024-08-16",239,28.7,24.6,33.7
"	2024-08-17",239,28.7,24.9,33.8
"	2024-08-18",239,28.5,24.7,34.6
"	2024-08-19",239,29.3,24.4,34.8
"	2024-08-20",239,29.3,26.4,35.3
"	2024-08-21",239,27.5,25.9,31.7
"	2024-08-22",239,27.1,24.8,31.3
"	2024-08-23",239,27,23.6,31.7
"	2024-08-24",239,27.3,24.1,32.2
"	2024-08-25",239,26.9,23.9,31.7
"	2024-08-26",239,26.6,23.5,31.2
"	2024-08-27",239,25.8,23.9,27.4
"	2024-08-28",239,26.8,21.5,31.1
"	2024-08-29",239,27.7,22.9,33.4
"	2024-08-30",239,26.8,22.4,32.7
"	2024-08-31",239,25.9,20.9,32.2
"	2024-09-01",239,26.2,22.1,31.4
"	2024-09-02",239,24,20.9,27.8
"	2024-09-03",239,27,23,31.6
"	2024-09-04",239,26.1,21,32.9
"	2024-09-05",239,26.2,22.2,31.6
"	2024-09-06",239,24.9,23.3,27.7
"	2024-09-07",239,26,23,31.5
"	2024-09-08",239,26,21.1,32.3
"	2024-09-09",239,28.3,23.1,33.6
"	2024-09-10",239,28.8,24.7,35.2
"	2024-09-11",239,27.4,24.4,34
"	2024-09-12",239,26,24.6,30.2
"	2024-09-13",239,27.4,24.4,32
"	2024-09-14",239,27.9,24.7,32.9
"	2024-09-15",239,29.2,24.6,34.2
"	2024-09-16",239,27.8,24.9,31.1
"	2024-09-17",239,29.3,24.7,35.2
"	2024-09-18",239,27.6,23.6,33.8
"	2024-09-19",239,28.1,23.9,33.5
"	2024-09-20",239,25.4,24.5,27.3
"	2024-09-21",239,20.3,19.6,25.9
"	2024-09-22",239,21.1,17.4,25.5
"	2024-09-23",239,20.9,17.1,25.2
"	2024-09-24",239,20.4,15.2,27.2
"	2024-09-25",239,22.6,18.3,28.3
"	2024-09-26",239,23.3,20,28.5
"	2024-09-27",239,22.3,18.1,28.1
"	2024-09-28",239,22.9,18.3,27.9
"	2024-09-29",239,22.7,18.9,27.3
"	2024-09-30",239,20.9,15.6,27.6
"	2024-10-01",239,16.8,13.8,19
"	2024-10-02",239,14,10.5,19.4
"	2024-10-03",239,12.1,9,15.1
"	2024-10-04",239,14.9,10.5,22.4
"	2024-10-05",239,15.9,10.4,23.1
"	2024-10-06",239,15.8,13.3,17.9
"	2024-10-07",239,16.4,13.8,20
"	2024-10-08",239,15.7,13.5,22.1
"	2024-10-09",239,17.6,11.8,23.6
"	2024-10-10",239,17.3,13.4,22.9
"	2024-10-11",239,16.4,12,23.9
"	2024-10-12",239,16.3,11.9,24.2
"	2024-10-13",239,16.9,11.6,23.5
"	2024-10-14",239,17.3,15.9,18.7
"	2024-10-15",239,18.1,16.9,19.9
"	2024-10-16",239,18,15.4,23.3
"	2024-10-17",239,18.3,14.7,24.3
"	2024-10-18",239,18.7,16.7,20.4
"	2024-10-19",239,17,12.9,22.4
"	2024-10-20",239,13.1,10.5,17.3
"	2024-10-21",239,13.7,8.6,19.1
"	2024-10-22",239,16.6,14.8,18.2
"	2024-10-23",239,13.8,8.8,17.6
"	2024-10-24",239,11.6,6.2,17.9
"	2024-10-25",239,13.9,7.3,21.4
"	2024-10-26",239,16.6,10.4,23.7
"	2024-10-27",239,15.2,12.9,18.8
"	2024-10-28",239,14.7,11.3,17.5
"	2024-10-29",239,14.8,11.7,20.4
"	2024-10-30",239,14.5,9.7,21.1
"	2024-10-31",239,14.4,9,22.4
"	2024-11-01",239,13.3,11.4,14.7
"	2024-11-02",239,17.1,13.5,23.4
"	2024-11-03",239,16.1,11.2,23.3
"	2024-11-04",239,14.1,9,20.6
"	2024-11-05",239,9.5,5.9,15.7
"	2024-11-06",239,7.2,2.4,13.9
"	2024-11-07",239,7.5,0.5,16.6
"	2024-11-08",239,10.1,3.1,18.1
"	2024-11-09",239,12.4,6.8,19.1
"	2024-11-10",239,13.4,9.5,20.6
"	2024-11-11",239,13.2,7.3,21.8
"	2024-11-12",239,13.2,9.1,20.5
"	2024-11-13",239,12.9,6.8,21.2
"	2024-11-14",239,14,10.5,19.9
"	2024-11-15",239,14.8,12.3,20.1
"	2024-11-16",239,16.7,11.4,23.3
"	2024-11-17",239,8.8,3.6,14.8
"	2024-11-18",239,2.9,-0.7,8
"	2024-11-19",239,5,-2.2,13.5
"	2024-11-20",239,6.3,0.3,11.5
"	2024-11-21",239,9.1,3.4,13.4
"	2024-11-22",239,7.4,1.9,12.6
"	2024-11-23",239,4.9,-0.5,12.5
"	2024-11-24",239,6.4,0.3,14.6
"	2024-11-25",239,9.6,1.5,16.5
"	2024-11-26",239,7.5,3.7,11.3
"	2024-11-27",239,1.9,0.1,5.7
"	2024-11-28",239,2.9,0.5,8.6
"	2024-11-29",239,2.1,-0.7,5.3
"	2024-11-30",239,4.3,-0.8,8.8
"	2024-12-01",239,6.8,1.9,11.7
"	2024-12-02",239,7.4,1.5,15.6
"	2024-12-03",239,1.5,-1,6.1
"	2024-12-04",239,2.8,-0.5,7.7
"	2024-12-05",239,3.7,-1.4,9.3
"	2024-12-06",239,3.5,0.3,8.2
"	2024-12-07",239,0.9,-2.7,5.3
"	2024-12-08",239,0,-3.2,4.1
"	2024-12-09",239,1.6,-4.6,6.5
"	2024-12-10",239,3.7,0.4,8.1
"	2024-12-11",239,2.2,-1.4,8.8
"	2024-12-12",239,0.6,-4.4,6.4
"	2024-12-13",239,0.2,-1.6,2.9
"	2024-12-14",239,0.1,-3.7,4.6
"	2024-12-15",239,1.7,-1.4,4.9
"	2024-12-16",239,1.7,-2.7,6.1
"	2024-12-17",239,1.1,-2.5,6.3
"	2024-12-18",239,-2.2,-4.9,1.3
"	2024-12-19",239,-2.5,-8.7,4.1
"	2024-12-20",239,-0.5,-4,2.5
"	2024-12-21",239,0,-2.9,3.4
"	2024-12-22",239,-2.8,-6.4,1.6
"	2024-12-23",239,-1.2,-7.1,4.5
"	2024-12-24",239,0.2,-4,5.8
"	2024-12-25",239,2.3,-2.7,6.8
"	2024-12-26",239,1.7,-1.7,5.1
"	2024-12-27",239,-1.5,-5.2,1.9
"	2024-12-28",239,-1.8,-5.8,1
"	2024-12-29",239,1.5,-2.1,6.2
"	2024-12-30",239,5.8,0.5,10
"	2024-12-31",239,1.6,-2.7,5.9
"	2025-01-01",239,1.4,-4.9,9.2
"	2025-01-02",239,1,-3.6,7.3
"	2025-01-03",239,-0.4,-4.4,4.2
"	2025-01-04",239,0,-4.6,5.7
"	2025-01-05",239,0.7,-3.3,3.8
"	2025-01-06",239,1.4,-1.6,5
"	2025-01-07",239,-1.8,-4.6,1.6
"	2025-01-08",239,-3,-5,-0.1
"	2025-01-09",239,-8.7,-12.2,-5
"	2025-01-10",239,-7.7,-14.2,-0.9
"	2025-01-11",239,-3.4,-6.7,-0.5
"	2025-01-12",239,-2.8,-8.4,3.4
"	2025-01-13",239,0,-6.5,5.2
"	2025-01-14",239,3.5,0.4,9.2
"	2025-01-15",239,-2.5,-4.8,1.5
"	2025-01-16",239,0.3,-5.3,5.6
"	2025-01-17",239,0.5,-3.8,6.8
"	2025-01-18",239,0.3,-6.2,7.1
"	2025-01-19",239,0.9,-5.3,8.2
"	2025-01-20",239,2.2,-1.3,7.4
"	2025-01-21",239,1.5,-3.5,8.4
"	2025-01-22",239,2.5,-2.2,8.7
"	2025-01-23",239,1.8,-3.1,9.8
"	2025-01-24",239,1.4,-4.9,9.1
"	2025-01-25",239,3.9,-2.8,10
"	2025-01-26",239,4.5,1.2,7.8
"	2025-01-27",239,-0.4,-3.1,3.7
"	2025-01-28",239,-2,-3.4,0.2
"	2025-01-29",239,-3.9,-6.9,0.1
"	2025-01-30",239,-3.1,-8.4,2.2
"	2025-01-31",239,0.8,-3.9,5.4
"	2025-02-01",239,2.6,0.5,7.5
"	2025-02-02",239,1.3,-2,7.7
"	2025-02-03",239,-2.2,-6.1,1.2
"	2025-02-04",239,-6.8,-8.4,-3.4
"	2025-02-05",239,-6.8,-10.5,-3.3
"	2025-02-06",239,-4.7,-11.3,0.3
"	2025-02-07",239,-6.8,-9.8,-1.4
"	2025-02-08",239,-7,-11.6,-1.8
"	2025-02-09",239,-4.4,-10.3,1.4
"	2025-02-10",239,-3.2,-8.2,1.9
"	2025-02-11",239,-0.9,-7.8,7.6
"	2025-02-12",239,0.7,-1.5,3.9
"	2025-02-13",239,0.5,-4.8,6.2
"	2025-02-14",239,2.6,-3.6,10
"	2025-02-15",239,2.1,-3.4,7.9
"	2025-02-16",239,4.1,-1.1,10.5
"	2025-02-17",239,0.6,-2.7,5
"	2025-02-18",239,-1.6,-5.1,2.8
"	2025-02-19",239,-2.7,-7.8,2.2
"	2025-02-20",239,-2.9,-8.7,3.2
"	2025-02-21",239,-2.3,-8,3.3
"	2025-02-22",239,-1.8,-5.8,3.4
"	2025-02-23",239,-3.3,-7.8,1.2
"	2025-02-24",239,-1.7,-8.5,5.3
"	2025-02-25",239,0.8,-6.2,6.7
"	2025-02-26",239,4.2,-0.1,10
"	2025-02-27",239,5.5,-4.3,14.6
"	2025-02-28",239,8.2,4.4,14.4
"	2025-03-01",239,5.7,1,7.9
"	2025-03-02",239,8.8,4.5,13.8
"	2025-03-03",239,2.8,0.5,5.5
"	2025-03-04",239,2.8,0.9,4.4
"	2025-03-05",239,4.6,2.4,7.7
"	2025-03-06",239,4.1,-0.7,9.8
"	2025-03-07",239,4.5,-2.7,11.1
"	2025-03-08",239,5.3,1.9,10.6
"	2025-03-09",239,5.8,-1.3,13.5
"	2025-03-10",239,7.4,0.1,15.5
"	2025-03-11",239,8.6,0.6,17.4
"	2025-03-12",239,8.8,3,15.2
"	2025-03-13",239,9.2,3.9,15.5
"	2025-03-14",239,12,3.3,19.7
"	2025-03-15",239,9.8,7.2,14
"	2025-03-16",239,3.8,0.4,7.3
"	2025-03-17",239,3.1,-1.4,8.2
"	2025-03-18",239,1.1,-0.8,2.8
"	2025-03-19",239,2,-3.6,7.9
"	2025-03-20",239,6.5,-2.1,14.6
"	2025-03-21",239,12.1,7.2,20.2
"	2025-03-22",239,13.4,4.7,23.4
"	2025-03-23",239,14.6,5.8,24.9
"	2025-03-24",239,15.4,10.8,21
"	2025-03-25",239,14.2,9,24.9
"	2025-03-26",239,17.2,4.8,27.1
"	2025-03-27",239,15,7.1,20.8
"	2025-03-28",239,6.4,3.5,11.2
"	2025-03-29",239,2.6,-0.9,7.3
"	2025-03-30",239,3.2,-3.5,8.4
"	2025-03-31",239,7,0.1,13.8
"	2025-04-01",239,8.8,1.3,17.4
"	2025-04-02",239,8.4,2,17.1
"	2025-04-03",239,9,2.5,16
"	2025-04-04",239,10.7,5.4,17.5
"	2025-04-05",239,8.7,6.9,12.5
"	2025-04-06",239,9.9,3.9,17
"	2025-04-07",239,13,2.7,20.5
"	2025-04-08",239,14.6,8.9,20.2
"	2025-04-09",239,12.6,3.7,20.4
"	2025-04-10",239,13.8,9.9,19.1
"	2025-04-11",239,14.9,5,24.9
"	2025-04-12",239,13.2,2.5,23
"	2025-04-13",239,5.3,0.9,9.9
"	2025-04-14",239,5,2.9,8.9
"	2025-04-15",239,8.2,2.5,14.2
"	2025-04-16",239,14.9,4.1,24
"	2025-04-17",239,21.5,15.7,26.9
"	2025-04-18",239,20.4,15.8,25.9
"	2025-04-19",239,19.6,14.2,25.5
"	2025-04-20",239,16.8,12.5,23.6
"	2025-04-21",239,20.4,14,26.3
"	2025-04-22",239,17.3,16.2,18.9
"	2025-04-23",239,17,12.3,24.3
"	2025-04-24",239,14.3,8.5,22
"	2025-04-25",239,11.2,3.3,18.1
"	2025-04-26",239,13,4.1,22.3
"	2025-04-27",239,15.6,8.1,23.6
"	2025-04-28",239,14.1,7.6,21.7
"	2025-04-29",239,13.4,4.5,22
"	2025-04-30",239,17.4,7.3,27
"	2025-05-01",239,14.3,10.6,20.9
"	2025-05-02",239,12.6,6.5,18.6
"	2025-05-03",239,9.7,7.6,13.7
"	2025-05-04",239,13.2,6,20.3
"	2025-05-05",239,11,6,15.2
"	2025-05-06",239,12.7,7.8,17.5
"	2025-05-07",239,13.8,5.6,21.5
"	2025-05-08",239,17.2,8.4,24.7
"	2025-05-09",239,14.8,12.6,16.4
"	2025-05-10",239,12.2,11.4,15.8
"	2025-05-11",239,14.6,10.8,20.5
"	2025-05-12",239,16.7,9.5,23.8
"	2025-05-13",239,18.5,10.9,26.6
"	2025-05-14",239,19.9,10.8,27.4
"	2025-05-15",239,20.2,17,23.2
"	2025-05-16",239,19.7,16.8,23.6
"	2025-05-17",239,18.6,15.1,24.6
"	2025-05-18",239,15.5,11.1,21.7
"	2025-05-19",239,18,10.1,22.3
"	2025-05-20",239,24,20,29.9
